399

0.0000		1.0000		0.0000		6.3922		0.0000		0.0000
0.0000		2.0000		0.0000		6.2406		0.0000		0.1889
0.0000		3.0000		0.0000		5.9545		0.0000		0.3405
0.0000		4.0000		0.0000		5.9583		0.0000		0.6266
0.0000		5.0000		0.0000		5.6649		0.0000		0.6229
0.0000		6.0000		0.0000		5.9661		0.0000		0.9163
0.0000		7.0000		0.0000		5.6722		0.0000		0.6150
0.0000		8.0000		0.0000		5.9691		0.0000		0.9090
0.0000		9.0000		0.0000		5.6746		0.0000		0.6120
0.0000		10.0000		0.0000		5.9716		0.0000		0.9066
0.0000		11.0000		0.0000		5.5789		0.0000		0.6095
0.0000		12.0000		0.0000		5.4047		0.0000		1.0022
0.0000		13.0000		0.0000		5.4037		0.0000		1.1764
0.0000		14.0000		0.0000		5.4020		0.0000		1.1774
0.0000		15.0000		0.0000		5.6732		0.0000		1.1792
0.0000		16.0000		0.0000		5.6723		0.0000		0.9080
0.0000		17.0000		0.0000		5.6793		0.0000		0.9089
0.0000		18.0000		0.0000		5.6788		0.0000		0.9018
0.0000		19.0000		0.0000		5.7309		0.0000		0.9023
1.0000		1.0000		1.0000		6.3917		3.7043		3.7043
1.0000		2.0000		0.5000		5.6088		3.7048		0.1894
1.0000		3.0000		0.3333		5.5714		4.3366		0.9723
1.0000		4.0000		0.2500		5.7583		4.7197		1.0097
1.0000		5.0000		0.2000		5.4845		4.9197		0.8229
1.0000		6.0000		0.1667		5.9432		5.1001		1.0967
1.0000		7.0000		0.1429		5.6374		5.1231		0.6379
1.0000		8.0000		0.1250		5.9692		5.1578		0.9438
1.0000		9.0000		0.1111		5.6732		5.1577		0.6119
1.0000		10.0000		0.1000		5.9718		5.1591		0.9080
1.0000		11.0000		0.0909		5.5634		5.1589		0.6093
1.0000		12.0000		0.0833		5.4028		5.1744		1.0177
1.0000		13.0000		0.0769		5.3381		5.1764		1.1783
1.0000		14.0000		0.0714		5.3976		5.2419		1.2430
1.0000		15.0000		0.0667		5.6733		5.2463		1.1835
1.0000		16.0000		0.0625		5.6726		5.2461		0.9078
1.0000		17.0000		0.0588		5.6785		5.2458		0.9085
1.0000		18.0000		0.0556		5.6778		5.2467		0.9026
1.0000		19.0000		0.0526		5.7303		5.2477		0.9033
2.0000		1.0000		2.0000		4.7793		2.1909		5.1288
2.0000		2.0000		1.0000		5.4023		3.8033		1.8018
2.0000		3.0000		0.6667		5.3527		4.0098		1.1788
2.0000		4.0000		0.5000		5.5593		4.2285		1.2284
2.0000		5.0000		0.4000		5.3614		4.4274		1.0218
2.0000		6.0000		0.3333		5.7215		4.5505		1.2198
2.0000		7.0000		0.2857		5.4384		4.7722		0.8596
2.0000		8.0000		0.2500		5.9073		4.9712		1.1427
2.0000		9.0000		0.2222		5.5726		5.0331		0.6738
2.0000		10.0000		0.2000		5.9647		5.1336		1.0085
2.0000		11.0000		0.1818		5.5688		5.1408		0.6165
2.0000		12.0000		0.1667		5.3759		5.1354		1.0123
2.0000		13.0000		0.1539		5.3417		5.1623		1.2053
2.0000		14.0000		0.1429		5.3751		5.1587		1.2394
2.0000		15.0000		0.1333		5.6429		5.1813		1.2060
2.0000		16.0000		0.1250		5.6500		5.2117		0.9382
2.0000		17.0000		0.1177		5.6784		5.2343		0.9311
2.0000		18.0000		0.1111		5.6777		5.2344		0.9027
2.0000		19.0000		0.1053		5.7291		5.2345		0.9034
3.0000		1.0000		3.0000		4.0655		2.0941		5.8167
3.0000		2.0000		1.5000		4.1159		2.8079		2.5156
3.0000		3.0000		1.0000		5.2519		4.0943		2.4652
3.0000		4.0000		0.7500		5.4514		4.1951		1.3292
3.0000		5.0000		0.6000		5.2372		4.3031		1.1298
3.0000		6.0000		0.5000		5.6651		4.4272		1.3439
3.0000		7.0000		0.4286		5.3848		4.4836		0.9160
3.0000		8.0000		0.3750		5.7715		4.5372		1.1963
3.0000		9.0000		0.3333		5.4479		4.6731		0.8096
3.0000		10.0000		0.3000		5.8442		4.7977		1.1332
3.0000		11.0000		0.2727		5.4407		4.9182		0.7369
3.0000		12.0000		0.2500		5.3227		5.0463		1.1404
3.0000		13.0000		0.2308		5.3298		5.0994		1.2584
3.0000		14.0000		0.2143		5.3654		5.1114		1.2514
3.0000		15.0000		0.2000		5.6144		5.1211		1.2157
3.0000		16.0000		0.1875		5.6716		5.1496		0.9667
3.0000		17.0000		0.1765		5.6157		5.1280		0.9095
3.0000		18.0000		0.1667		5.6766		5.1906		0.9654
3.0000		19.0000		0.1579		5.7168		5.1918		0.9046
4.0000		1.0000		4.0000		3.7759		2.1862		6.5449
4.0000		2.0000		2.0000		3.4957		2.4757		2.8052
4.0000		3.0000		1.3333		4.1179		3.0959		3.0854
